foil_type,sequence_length,episode_index,trial_index_within_episode,study_length,target_name,foil_name,old_loss_raw,foil_loss_raw,old_grad_raw,foil_grad_raw,old_loss_ratio,foil_loss_ratio,old_grad_ratio,foil_grad_ratio,loss_accuracy_raw,grad_accuracy_raw,loss_accuracy_ratio,grad_accuracy_ratio
exemplar,100,1,33,100,toywrench1.jpg,toywrench2.jpg,1.0566825866699219,0.9903978109359741,0.3332775682210922,0.2709170952439308,0.017232314903447298,0.015201163536375392,0.005543220107544462,0.004241736067239089,0.0,0.0,0.0,0.0
exemplar,100,1,34,100,holepunch1.jpg,holepunch2.jpg,1.0473333597183228,1.0039852857589722,0.27016130089759827,0.31879042088985443,0.017724784147558882,0.017454604887554816,0.00463465865729408,0.005419541404011392,0.0,1.0,0.0,1.0
exemplar,100,1,35,100,suitcase1.jpg,suitcase2.jpg,1.2377967834472656,1.179369568824768,0.34060655534267426,0.4815673530101776,0.017559421148818616,0.016757465957970556,0.005111618655576071,0.007275058661730696,0.0,1.0,0.0,1.0
exemplar,100,1,36,100,toykeys1.jpg,toykeys2.JPG,1.1796272993087769,1.1558016538619995,0.3517560064792633,0.31619957089424133,0.01586028781825097,0.015173324600364059,0.004666033501155234,0.004254345187596181,0.0,0.0,0.0,0.0
exemplar,100,1,37,100,bathingsuit1.jpg,bathingsuit2.jpg,1.1656213998794556,1.1335041522979736,0.3365088552236557,0.4253195598721504,0.019387817844696526,0.015253248934860103,0.0055782626243320215,0.005654515356775928,0.0,1.0,0.0,1.0
exemplar,100,1,38,100,microscope1.jpg,microscope2.jpg,1.117631196975708,1.1654422283172607,0.3097260817885399,0.3220733180642128,0.018052645078319614,0.018623028482702683,0.0049315941789890684,0.0051363662325500156,1.0,1.0,1.0,1.0
exemplar,100,1,39,100,woodenbarrel1.jpg,woodenbarrel2.jpg,1.2344417572021484,1.2911616563796997,0.6041100174188614,0.6483251452445984,0.018447655246141125,0.020702274312138207,0.009411985910335516,0.010215123525374743,1.0,1.0,1.0,1.0
exemplar,100,1,40,100,plate1.jpg,plate2.jpg,1.2926506996154785,1.496164321899414,0.4969840496778488,0.6548921912908554,0.013173269615562012,0.019371718204127707,0.004963872175889889,0.00837064437476329,1.0,1.0,1.0,1.0
exemplar,100,1,41,100,wineglass1.jpg,wineglass2.jpg,1.0083824396133423,0.947609543800354,0.3770366311073303,0.4387340694665909,0.017193040985869344,0.015743929262244428,0.006453212179681579,0.007363155225653598,0.0,1.0,0.0,1.0
exemplar,100,1,42,100,bicycle1.jpg,bicycle2.jpg,1.174272894859314,1.2108182907104492,0.7327405959367752,0.6043005287647247,0.013044715389978473,0.01556347747536568,0.008359933997949761,0.008060650437909376,1.0,0.0,1.0,0.0
exemplar,100,1,43,100,ship1.jpg,ship2.jpg,1.1632598638534546,1.342639684677124,0.3851436376571655,1.318201906979084,0.015702913273698677,0.019031001532154264,0.005381329862247046,0.01844831321971903,1.0,1.0,1.0,1.0
exemplar,100,1,44,100,chisel1.jpg,chisel2.jpg,1.0215239524841309,0.9663519859313965,0.2571438327431679,0.2982543036341667,0.017561383697194066,0.018747994837994546,0.004456734973704134,0.005588375379531097,0.0,1.0,1.0,1.0
exemplar,100,1,45,100,baseballglove1.jpg,baseballglove2.jpg,1.2302513122558594,1.1383330821990967,0.46599137783050537,0.2998979091644287,0.012424133551583748,0.014964144459727784,0.0047824135732689255,0.003939828504045317,0.0,0.0,1.0,0.0
exemplar,100,1,46,100,grandpiano1.jpg,grandpiano2.jpg,1.306351661682129,1.2243528366088867,0.4671354591846466,0.3659251928329468,0.018116333231295103,0.01779675682502482,0.00674908791235403,0.005424195785807434,0.0,0.0,0.0,0.0
exemplar,100,1,47,100,pizza1.jpg,pizza2.jpg,1.150815486907959,1.2168786525726318,0.4016735181212425,0.3785412386059761,0.01600232115602958,0.014171958571649204,0.005770718411071014,0.004595705728862517,1.0,0.0,0.0,0.0
exemplar,100,1,48,100,reportfile1.jpg,reportfile2.jpg,0.9512331485748291,1.0332626104354858,0.2543375715613365,0.3475724682211876,0.017635330402016976,0.015422407785324202,0.004831036316030463,0.005374826146876251,1.0,1.0,0.0,1.0
exemplar,100,1,49,100,camera1.jpg,camera2.jpg,1.2920081615447998,1.2429146766662598,0.4615030437707901,0.3587711453437805,0.017708312090375582,0.0184560540746143,0.006662487122706462,0.005528537598514909,0.0,0.0,1.0,0.0
exemplar,100,1,50,100,guitar1.jpg,guitar2.jpg,0.9590755701065063,1.0009496212005615,0.3270067721605301,0.27799058705568314,0.014107214907690494,0.014647050039421032,0.004876380728753694,0.004067508411090625,1.0,0.0,1.0,0.0
exemplar,100,1,51,100,tongs1.jpg,tongs2.jpg,1.0161865949630737,0.9995955228805542,0.2619168274104595,0.3114190101623535,0.014791415964636226,0.015915513786655174,0.0038120747821422684,0.004951367985598827,0.0,1.0,1.0,1.0
exemplar,100,1,52,100,soother1.jpg,soother2.jpg,1.2305009365081787,1.1567007303237915,0.4208209961652756,0.3424084931612015,0.016725769344324806,0.01553981146180624,0.00557738126147043,0.004610841660921448,0.0,0.0,0.0,0.0
exemplar,100,1,53,100,backgammon1.jpg,backgammon2.jpg,1.179840326309204,1.1180174350738525,0.4380541294813156,0.4729531556367874,0.016775881115216787,0.01686665037957732,0.0063637858639385295,0.007345883503424428,0.0,1.0,1.0,1.0
exemplar,100,1,54,100,bracelet1.jpg,bracelet2.jpg,1.09806489944458,1.2717078924179077,0.2795006036758423,0.6496861726045609,0.015639171838267466,0.01717722106297377,0.003800060017357243,0.008589242157042291,1.0,1.0,1.0,1.0
exemplar,100,1,55,100,candy1.jpg,candy2.jpg,1.0755932331085205,1.125295639038086,0.5229094475507736,0.6462400108575821,0.011453817171265108,0.010890167385669185,0.005512941822639173,0.006173970854997371,1.0,1.0,0.0,1.0
exemplar,100,1,56,100,stapler1.jpg,stapler2.jpg,1.021956205368042,1.2330734729766846,0.2807687446475029,0.4452843964099884,0.017614403842392053,0.019380492307778725,0.004838101122652868,0.007034676659066702,1.0,1.0,1.0,1.0
exemplar,100,1,57,100,tractor1.jpg,tractor2.jpg,1.0762906074523926,1.0403268337249756,0.2665646821260452,0.45851877331733704,0.014727697471649327,0.013673034995481033,0.0037282372532371575,0.006084863160456669,0.0,1.0,0.0,1.0
exemplar,100,1,58,100,flask1.jpg,flask2.jpg,1.1287801265716553,1.0633352994918823,0.34930339455604553,0.3058091774582863,0.020367932302772996,0.01951823013408271,0.006386348807674571,0.005592733179993282,0.0,0.0,0.0,0.0
exemplar,100,1,59,100,teapot1.JPG,teapot2.JPG,1.186320185661316,1.2575420141220093,0.38153126090765,0.49290166795253754,0.016198611938831448,0.013817667124735403,0.0051140032247646,0.005479192448793037,1.0,1.0,0.0,1.0
exemplar,100,1,60,100,razor1.jpg,razor2.jpg,0.9868426322937012,1.004470944404602,0.29313526302576065,0.35593952238559723,0.017694065055917366,0.016244977810107634,0.005122694998689806,0.005751784652014192,1.0,1.0,0.0,1.0
exemplar,100,1,61,100,headphone1.jpg,headphone2.jpg,1.0714168548583984,1.0076849460601807,0.33534035086631775,0.2594914734363556,0.018313288281413303,0.018001595486820204,0.005690750404764347,0.004658148845616794,0.0,0.0,0.0,0.0
exemplar,100,1,62,100,soapdish1.jpg,soapdish2.jpg,1.066159963607788,1.0544238090515137,0.2832288220524788,0.27718694508075714,0.018611511970717483,0.015711651547855834,0.004817539564897473,0.0042272892289333015,0.0,0.0,0.0,0.0
exemplar,100,1,63,100,goggles1.jpg,goggles2.jpg,1.1374313831329346,1.1465508937835693,0.3260933682322502,0.3370683491230011,0.01754422952252129,0.018602901165456875,0.004934122582765869,0.005527541729818786,1.0,1.0,1.0,1.0
exemplar,100,1,64,100,remote1.jpg,remote2.jpg,1.0675698518753052,1.1101264953613281,1.2105322033166885,1.0857075452804565,0.01772272483252911,0.018446032391411432,0.020715985463933197,0.01863030762290061,1.0,0.0,1.0,0.0
exemplar,100,1,65,100,bikehelmet1.jpg,bikehelmet2.jpg,1.1162776947021484,1.087592363357544,0.3775316998362541,0.3450368568301201,0.014681590276110915,0.01388544350418007,0.005115433660538805,0.0045454775599797406,0.0,0.0,0.0,0.0
exemplar,100,1,66,100,binoculars1.jpg,binoculars2.jpg,1.1071882247924805,1.1598117351531982,0.36549442261457443,0.3242203965783119,0.018345249981806557,0.014925797420418932,0.0061754602696523055,0.004235593017785855,1.0,0.0,0.0,0.0
exemplar,100,1,67,100,cheesecrackers1.jpg,cheesecrackers2.jpg,1.133237361907959,1.0447354316711426,0.31415579468011856,0.2755250334739685,0.014179821614060163,0.012873253241861407,0.004049966557846725,0.0034185779241978757,0.0,0.0,0.0,0.0
exemplar,100,1,68,100,spraybottle1.jpg,spraybottle2.jpg,0.9882041215896606,0.990013599395752,0.2969548627734184,0.2961428090929985,0.015498564617793333,0.01441588198998298,0.004562348585728028,0.004311103247976597,1.0,0.0,0.0,0.0
exemplar,100,1,69,100,fan1.jpg,fan2.jpg,1.1501514911651611,1.1715753078460693,0.2963433414697647,0.518268346786499,0.01718196332840727,0.018456485514570225,0.004504866094249324,0.00858796483240221,1.0,1.0,1.0,1.0
exemplar,100,1,70,100,peppers1.jpg,peppers2.jpg,1.089888334274292,1.0542757511138916,0.34520164877176285,0.3865191340446472,0.017509620836764505,0.01578705285442176,0.00540878496034334,0.0058487762132131554,0.0,1.0,0.0,1.0
exemplar,100,1,71,100,chocolatecake.jpg,chocolatecake2.jpg,1.2250616550445557,1.173939824104309,0.4429762661457062,0.31938689947128296,0.013702682513763772,0.01389259208458625,0.004629990139492088,0.0037903483257715957,0.0,0.0,1.0,0.0
exemplar,100,1,72,100,fishbowl1.jpg,fishbowl2.jpg,1.2239930629730225,1.3243892192840576,0.32011351734399796,0.44941282272338867,0.0186688400918331,0.017023132225384242,0.004822660773121442,0.006004144046105248,1.0,1.0,0.0,1.0
exemplar,100,1,73,100,dogpresent1.JPG,dogpresent2.JPG,1.1794302463531494,1.1308907270431519,0.3078332915902138,0.7646901905536652,0.013922506852875377,0.015186075529646657,0.0037395658946434967,0.010649502414715194,0.0,1.0,1.0,1.0
exemplar,100,1,74,100,lei1.jpg,lei2.jpg,1.0886380672454834,1.2350411415100098,0.32797957211732864,0.4499484896659851,0.013658290977092834,0.015561981659663611,0.004090694001850584,0.0055952254853774835,1.0,1.0,1.0,1.0
exemplar,100,1,75,100,rake1.jpg,rake2.jpg,1.025392770767212,1.0233880281448364,0.27518280595541,0.3267996460199356,0.017528914820545763,0.01580910809642847,0.004620595638711562,0.00511526290621863,0.0,1.0,0.0,1.0
exemplar,100,1,76,100,balloon1.jpg,balloon2.jpg,0.9966322183609009,0.9994125962257385,0.30073415488004684,0.4915466159582138,0.01659482169706471,0.014823982019643082,0.004956432697340548,0.007278610310926051,1.0,1.0,0.0,1.0
exemplar,100,1,77,100,starfish1.jpg,starfish2.jpg,1.2183375358581543,1.095670223236084,0.3876156881451607,0.3711181581020355,0.020785551695962013,0.022044371965909526,0.006571344315688352,0.007307664331571857,0.0,0.0,1.0,1.0
exemplar,100,1,78,100,turtle1.jpg,turtle2.jpg,1.0912708044052124,1.1798075437545776,0.3603435158729553,0.33001910150051117,0.014824592061434756,0.01801109323486761,0.005025942253952537,0.005097610234664206,1.0,0.0,1.0,1.0
exemplar,100,1,79,100,bell1.jpg,bell2.jpg,1.0264118909835815,1.0185757875442505,0.28668124228715897,0.6608682721853256,0.01589740909728786,0.016993564997057297,0.004494197487415429,0.010838209238398004,0.0,1.0,1.0,1.0
exemplar,100,1,80,100,key1.jpg,key2.jpg,0.9660544395446777,0.9833965301513672,0.25751930847764015,0.26368366181850433,0.01587611818707792,0.01684844260526247,0.00412772346053785,0.004394608145074008,1.0,1.0,1.0,1.0
exemplar,100,1,81,100,soccerball1.jpg,soccerball2.jpg,1.2003958225250244,1.0798213481903076,0.5509970188140869,0.3035506308078766,0.019550909585669927,0.02393248849636132,0.009607554132835679,0.006947332182060176,0.0,0.0,1.0,0.0
exemplar,100,1,82,100,pictureframe1.jpg,pictureframe2.jpg,1.2367048263549805,1.1124454736709595,0.3902613967657089,0.2509598210453987,0.0172311775811005,0.01726413945942627,0.005623461274976595,0.003793294916944844,0.0,0.0,1.0,0.0
exemplar,100,1,83,100,cabinet1.jpg,cabinet2.jpg,1.183599591255188,1.2250945568084717,0.3088463991880417,0.30941013246774673,0.014956817782015581,0.013442186983823901,0.003674066868625424,0.003346109524864637,1.0,1.0,0.0,0.0
exemplar,100,1,84,100,train1.jpg,train2.jpg,1.0056829452514648,1.0258837938308716,0.2650437690317631,0.3148563429713249,0.016402628113541772,0.016456466078548847,0.004264994192650459,0.0049875187995935925,1.0,1.0,1.0,1.0
exemplar,100,1,85,100,grapes1.jpg,grapes2.jpg,1.1350131034851074,1.0489833354949951,0.35112718492746353,0.36698582768440247,0.015880282259230095,0.01336120623839694,0.004945121747175007,0.004670267711716992,0.0,1.0,0.0,0.0
exemplar,100,1,86,100,log1.jpg,log2.jpg,1.1233534812927246,1.1137633323669434,0.25892095267772675,0.34407568722963333,0.013914397033806833,0.01702475491765196,0.003272124201194422,0.005409219390882569,0.0,1.0,1.0,1.0
exemplar,100,1,87,100,pliers1.jpg,pliers2.jpg,0.9940053224563599,1.0103213787078857,0.26152995228767395,0.3084321543574333,0.01806433182882896,0.01635603568115689,0.004671996371474782,0.004903715947847673,1.0,1.0,0.0,1.0
exemplar,100,1,88,100,muffin1.jpg,muffin2.jpg,1.1595306396484375,1.143810510635376,0.36075154691934586,0.4783937931060791,0.013224988127223943,0.016076072677531857,0.004267024404296022,0.0066393304298498785,0.0,1.0,1.0,1.0
exemplar,100,1,89,100,money1.jpg,money2.jpg,1.027029275894165,1.052159309387207,0.2895989492535591,0.5562989935278893,0.01631863042671089,0.018487829659282515,0.004673392334911273,0.010014715322354614,1.0,1.0,1.0,1.0
exemplar,100,1,90,100,cow1.jpg,cow2.jpg,1.2092552185058594,1.2339060306549072,0.4457998126745224,0.5633253455162048,0.016443608668521743,0.018708937323065354,0.005972124389356239,0.008691170748501897,1.0,1.0,1.0,1.0
exemplar,100,1,91,100,soapbottle1.jpg,soapbottle2.jpg,1.0841143131256104,1.021944284439087,0.43550117313861847,0.3171301707625389,0.018688458560634388,0.01712074912866916,0.007510220270492959,0.005484768223695242,0.0,0.0,0.0,0.0
exemplar,100,1,92,100,chocolatebar1.jpg,chocolatebar2.jpg,0.9973964691162109,0.8976730108261108,0.2698884978890419,0.2565538287162781,0.015246093011948125,0.015421690693222509,0.004040090259410297,0.004323280682024744,0.0,0.0,1.0,1.0
exemplar,100,1,93,100,stool1.jpg,stool2.jpg,1.1162679195404053,1.132864236831665,0.29920942336320877,0.5561777800321579,0.018068259165998173,0.017364655164812243,0.004631117256535864,0.008090343585563736,1.0,1.0,0.0,1.0
exemplar,100,1,94,100,breadloaf1.jpg,breadloaf2.jpg,1.0908429622650146,1.0998265743255615,0.29683659225702286,0.34461695700883865,0.015867456478675743,0.015145461212459648,0.004402141358188121,0.004851712716468254,1.0,1.0,0.0,1.0
exemplar,100,1,95,100,doorway1.jpg,doorway2.jpg,1.1071066856384277,1.046268105506897,0.2966233119368553,0.47688228636980057,0.016899061627054825,0.01889816508461017,0.0043654036634262795,0.008328883700924198,0.0,1.0,1.0,1.0
exemplar,100,1,96,100,scroll1.jpg,scroll2.jpg,1.0162458419799805,1.1951842308044434,0.21154175698757172,0.33120496571063995,0.01872729847806472,0.017671662414271577,0.0039724191034452945,0.0050834999126794815,1.0,1.0,0.0,1.0
exemplar,100,1,97,100,lighter1.jpg,lighter2.jpg,1.23334801197052,1.282362937927246,0.3920481950044632,0.6433113515377045,0.01898124630579731,0.017142691115215155,0.006354795723827024,0.009098264476267307,1.0,1.0,0.0,1.0
exemplar,100,1,98,100,bonzai1.jpg,bonzai2.jpg,1.0764398574829102,1.0828003883361816,0.33997122198343277,0.3239188492298126,0.01651002897901339,0.017673052942128016,0.004973553023419658,0.0050257318435697265,1.0,0.0,1.0,1.0
exemplar,100,1,99,100,trophy1.jpg,trophy2.jpg,1.0698034763336182,1.200274109840393,0.2548229247331619,0.4501711055636406,0.01522753028374737,0.018985561628893546,0.003689449920789853,0.007086740885569793,1.0,1.0,1.0,1.0
exemplar,100,1,100,100,anchor1.jpg,anchor2.jpg,1.1948058605194092,1.0993434190750122,0.25705329328775406,0.2940487712621689,0.015352268925468524,0.017562705787574656,0.0033069259770440443,0.004648306099627651,0.0,1.0,1.0,1.0
exemplar,1000,1,1,1000,balloon1.jpg,balloon2.jpg,0.38485997915267944,0.3840655982494354,0.14439373090863228,0.20435596629977226,0.006408264367449948,0.005696727802225061,0.002379768967219564,0.0030260150209949254,0.0,1.0,0.0,1.0
exemplar,1000,1,2,1000,spraynozzle1.jpg,spraynozzle2.jpg,0.5161185264587402,0.5007632374763489,0.16513652727007866,0.1692367009818554,0.007824707364695462,0.007941495456908667,0.002486067447188681,0.002627709461244273,0.0,1.0,1.0,1.0
exemplar,1000,1,3,1000,candy1.jpg,candy2.jpg,0.5772567987442017,0.6690279245376587,0.5074867829680443,0.5434314459562302,0.006147113639398265,0.006474588393615346,0.0053503433976290595,0.005191770631116564,1.0,1.0,1.0,0.0
exemplar,1000,1,4,1000,cabinet1.jpg,cabinet2.jpg,0.6119766235351562,0.5997613668441772,0.23455125838518143,0.20789746940135956,0.007733377835456699,0.006580801778922312,0.0027902446319366474,0.0022483029143580443,0.0,0.0,0.0,0.0
exemplar,1000,1,5,1000,bassguitar1.jpg,bassguitar2.jpg,0.46163517236709595,0.5258140563964844,0.20249173790216446,0.2238275520503521,0.006939920450014373,0.007061688269155979,0.003074066420579789,0.0029751624758747046,1.0,1.0,1.0,0.0
exemplar,1000,1,6,1000,grandpiano1.jpg,grandpiano2.jpg,0.7462338209152222,0.6144375801086426,0.2748459279537201,0.22398216277360916,0.01034868402184672,0.008931245855269209,0.00397092383727385,0.003320140638601195,0.0,0.0,0.0,0.0
exemplar,1000,1,7,1000,globe1.jpg,globe2.jpg,0.49673157930374146,0.5406445264816284,0.15746475383639336,0.18692366778850555,0.006726991910644857,0.006658313572748101,0.002206191753044633,0.002374861508785893,1.0,1.0,0.0,1.0
exemplar,1000,1,8,1000,potatochips1.jpg,potatochips2.jpg,0.5571795701980591,0.5179895758628845,0.19674858078360558,0.15951329469680786,0.006367114193069689,0.006835832193863023,0.0022776400201485847,0.00215746523428684,0.0,0.0,1.0,0.0
exemplar,1000,1,9,1000,headphone1.jpg,headphone2.jpg,0.5126986503601074,0.4798395335674286,0.23982297629117966,0.15957583487033844,0.00876334747111765,0.008572001810325214,0.004069813536829282,0.002864556515657213,0.0,0.0,0.0,0.0
exemplar,1000,1,10,1000,lighter1.jpg,lighter2.jpg,0.8037354946136475,0.6717309951782227,0.36139459908008575,0.28676651418209076,0.012369502557189126,0.008979733133483356,0.00585792482177393,0.004055699596671898,0.0,0.0,0.0,0.0
exemplar,1000,1,11,1000,train1.jpg,train2.jpg,0.44482898712158203,0.42820924520492554,0.16295527666807175,0.1598542034626007,0.007255133921013606,0.006869014756458477,0.00262222089276049,0.0025321892436398876,0.0,0.0,0.0,0.0
exemplar,1000,1,12,1000,toykeys1.jpg,toykeys2.JPG,0.5341036319732666,0.5035051107406616,0.17735368013381958,0.1637829728424549,0.007181113333705445,0.006609997881282227,0.0023525915629428107,0.0022036377226949113,0.0,0.0,0.0,0.0
exemplar,1000,1,13,1000,chocolatecake.jpg,chocolatecake2.jpg,0.8372470140457153,0.6994926929473877,0.428289033472538,0.25019335001707077,0.0093648592883661,0.008277908671069444,0.0044764791104591525,0.002969188613954585,0.0,0.0,0.0,0.0
exemplar,1000,1,14,1000,turtle1.jpg,turtle2.jpg,0.5800517201423645,0.5746827125549316,0.23887625336647034,0.18924174457788467,0.00787983156053634,0.008773179974213346,0.003331760396331643,0.002923105509953157,0.0,0.0,1.0,0.0
exemplar,1000,1,15,1000,bikehelmet1.jpg,bikehelmet2.jpg,0.5981618165969849,0.579674243927002,0.20487604662775993,0.21612612158060074,0.007867188202156443,0.007400781980509896,0.002776004837772087,0.0028472217281232644,0.0,1.0,0.0,1.0
exemplar,1000,1,16,1000,fishbowl1.jpg,fishbowl2.jpg,0.6524950265884399,0.6547842025756836,0.20564644038677216,0.23343680053949356,0.00995211956717148,0.008416315911695687,0.0030981603945189925,0.0031187098036224237,1.0,1.0,0.0,1.0
exemplar,1000,1,17,1000,calculator1.jpg,calculator2.jpg,0.591153085231781,0.7075748443603516,0.3450932577252388,0.35615118592977524,0.008940249908678461,0.010157871936514526,0.005445588021976925,0.005088817860808913,1.0,1.0,1.0,0.0
exemplar,1000,1,18,1000,coathanger1.jpg,coathanger2.jpg,0.44698381423950195,0.47136351466178894,0.1398845985531807,0.189079899340868,0.007917720032278197,0.0075068573886671935,0.0024455947063067845,0.0029552772943450536,1.0,1.0,0.0,1.0
exemplar,1000,1,19,1000,graduatedcylinder1.jpg,graduatedcylinder2.jpg,0.44167178869247437,0.3556027412414551,0.16619259491562843,0.11780901625752449,0.007771509347001423,0.006420455409144583,0.002858881087770368,0.00207833485339383,0.0,0.0,0.0,0.0
exemplar,1000,1,20,1000,pliers1.jpg,pliers2.jpg,0.437552809715271,0.4184374511241913,0.1380690336227417,0.1465645469725132,0.007951767428971817,0.006774060239794662,0.0024664785752300266,0.0023302074580242647,0.0,1.0,0.0,0.0
exemplar,1000,1,21,1000,microscope1.jpg,microscope2.jpg,0.5165169835090637,0.5660855770111084,0.2069958858191967,0.19295970350503922,0.008343090104719099,0.009045688896605876,0.003295879054440056,0.0030772859772523753,1.0,0.0,1.0,0.0
exemplar,1000,1,22,1000,pizza1.jpg,pizza2.jpg,0.7036892771720886,0.7688485383987427,0.2977786958217621,0.3081817105412483,0.009784941144316293,0.00895412998742672,0.004278093837106461,0.0037415010789334513,1.0,1.0,0.0,0.0
exemplar,1000,1,23,1000,chocolatebar1.jpg,chocolatebar2.jpg,0.4346562325954437,0.3556717038154602,0.1680191121995449,0.18740066140890121,0.006644107489417005,0.006110308473600742,0.0025151586077270483,0.0031579558306406874,0.0,1.0,0.0,1.0
exemplar,1000,1,24,1000,bicycle1.jpg,bicycle2.jpg,0.7350547313690186,0.7213759422302246,0.40190762281417847,0.3662985935807228,0.008165546363832836,0.009272339470180344,0.004585417020199235,0.0048859876472184816,0.0,0.0,1.0,1.0
exemplar,1000,1,25,1000,guitar1.jpg,guitar2.jpg,0.39437323808670044,0.412759006023407,0.15361984446644783,0.18446923419833183,0.005800906828346216,0.006039966135553534,0.0022908053070612947,0.0026991207495053265,1.0,1.0,1.0,1.0
exemplar,1000,1,26,1000,sunglasses1.jpg,sunglasses2.jpg,0.5010524392127991,0.4952728748321533,0.19807056710124016,0.19929398223757744,0.0073171621882325505,0.007368851556794833,0.0028882953157193365,0.0029611795729929643,0.0,1.0,1.0,1.0
exemplar,1000,1,27,1000,peppers1.jpg,peppers2.jpg,0.5417834520339966,0.4830438494682312,0.20951832085847855,0.20626655966043472,0.008704031892464704,0.007233248772440473,0.0032828335171857584,0.003121208865131912,0.0,0.0,0.0,0.0
exemplar,1000,1,28,1000,basket1.jpg,basket2.jpg,0.8152080774307251,0.6721689701080322,0.5094213411211967,0.2956864982843399,0.009789215661521451,0.009431139962728095,0.006276136672520079,0.0041393279601750895,0.0,0.0,0.0,0.0
exemplar,1000,1,29,1000,tractor1.jpg,tractor2.jpg,0.456783652305603,0.48332762718200684,0.11745594441890717,0.1681048981845379,0.006250515794313058,0.006352384026354405,0.0016427668665785957,0.002230868966727075,1.0,1.0,1.0,1.0
exemplar,1000,1,30,1000,sharpener1.jpg,sharpener2.jpg,0.7209958434104919,0.6371389627456665,0.36294756829738617,0.2390199676156044,0.01206718189540075,0.00934785563595297,0.006416871348465261,0.003606371142212497,0.0,0.0,0.0,0.0
exemplar,1000,1,31,1000,bracelet1.jpg,bracelet2.jpg,0.5732194185256958,0.7759912014007568,0.2357424572110176,0.3980701267719269,0.008164068437020071,0.010481473370461018,0.003205128984551697,0.005262726618640369,1.0,1.0,1.0,1.0
exemplar,1000,1,32,1000,starfish1.jpg,starfish2.jpg,0.6475769281387329,0.44516655802726746,0.24115075170993805,0.22192125394940376,0.011048041549059709,0.008956542747828453,0.004088288141938197,0.004369837466853021,0.0,0.0,0.0,1.0
exemplar,1000,1,33,1000,cow1.jpg,cow2.jpg,0.632949709892273,0.6264854669570923,0.270488940179348,0.2606525123119354,0.008606931917302676,0.009499003201151877,0.003623585185029229,0.004021433632554097,0.0,0.0,1.0,1.0
exemplar,1000,1,34,1000,teapot1.JPG,teapot2.JPG,0.6019620895385742,0.6795042753219604,0.273382805287838,0.3242342844605446,0.008219492855453514,0.007466282462768239,0.0036643931732126215,0.003604252447421412,1.0,1.0,0.0,0.0
exemplar,1000,1,35,1000,camera1.jpg,camera2.jpg,0.7080928683280945,0.6171751022338867,0.2565874755382538,0.2150697410106659,0.009705147285084183,0.00916444006509448,0.003704224218443985,0.0033141493258634002,0.0,0.0,0.0,0.0
exemplar,1000,1,36,1000,cheesecrackers1.jpg,cheesecrackers2.jpg,0.48801836371421814,0.42165857553482056,0.1534787192940712,0.1372927613556385,0.0061064112201545855,0.005195686352648688,0.0019785841643158155,0.0017034604703782628,0.0,0.0,0.0,0.0
exemplar,1000,1,37,1000,log1.jpg,log2.jpg,0.5349521636962891,0.5922271013259888,0.15238897874951363,0.22031807899475098,0.006626175040823634,0.009052660437508981,0.0019258219939512853,0.003463624049277975,1.0,1.0,1.0,1.0
exemplar,1000,1,38,1000,wheelchair1.jpg,wheelchair2.jpg,0.7039961814880371,0.7441791296005249,0.21893730014562607,0.49098673462867737,0.010115686263598324,0.009545300287920588,0.0031124944657864727,0.006541507458880723,1.0,1.0,0.0,1.0
exemplar,1000,1,39,1000,toyairplane1.jpg,toyairplane2.jpg,0.4789317548274994,0.513014554977417,0.13750765100121498,0.16142478585243225,0.006259145044969059,0.006163791553868219,0.0018076203072847931,0.0020011035248051314,1.0,1.0,0.0,1.0
exemplar,1000,1,40,1000,soccerball1.jpg,soccerball2.jpg,0.5544583797454834,0.5328085422515869,0.19389816001057625,0.1799515187740326,0.009030492649181978,0.01180883701694684,0.0033809385621874047,0.004118531970308139,0.0,0.0,1.0,1.0
exemplar,1000,1,41,1000,grapes1.jpg,grapes2.jpg,0.4736090898513794,0.4625445008277893,0.23894476145505905,0.19430476427078247,0.006626395769602369,0.005891564013340747,0.003365193545151043,0.0024727256432011398,0.0,0.0,0.0,0.0
exemplar,1000,1,42,1000,icecream1.jpg,icecream2.jpg,0.4538384675979614,0.3654845058917999,0.1395300291478634,0.13432099670171738,0.007849842739223787,0.0045487307602959486,0.0024319670470373113,0.001705420124670927,0.0,0.0,0.0,0.0
exemplar,1000,1,43,1000,key1.jpg,key2.jpg,0.37074559926986694,0.395724356174469,0.10263357311487198,0.13995133712887764,0.006092825321647128,0.006779909119146199,0.0016450922072193583,0.002332458832750492,1.0,1.0,1.0,1.0
exemplar,1000,1,44,1000,scroll1.jpg,scroll2.jpg,0.44513803720474243,0.48281732201576233,0.14567087590694427,0.1341787949204445,0.008202968752552406,0.007138802958170257,0.002735468299539327,0.0020594434349678146,1.0,0.0,0.0,0.0
exemplar,1000,1,45,1000,stool1.jpg,stool2.jpg,0.58645099401474,0.5122835040092468,0.19519810006022453,0.23290593922138214,0.009492477892205536,0.007852332260590289,0.0030212460539204913,0.0033879258378687075,0.0,1.0,0.0,1.0
exemplar,1000,1,46,1000,gardeningshovel1.jpg,gardeningshovel2.jpg,0.37922781705856323,0.4271899461746216,0.12954376265406609,0.14676501601934433,0.006417939036228448,0.007706564890152407,0.0021573811249515655,0.002599109909284801,1.0,1.0,1.0,1.0
