probe_type,foil_type,sequence_length,episode_index,trial_index_within_episode,study_length,target_key,foil_key,old_familiarity,foil_familiarity,linear_probe_accuracy
loss_probe,exemplar,10,1,9,10,00131_blower::exemplar_0,00131_blower::exemplar_1,0.43237776012680973,0.2548809449314142,1.0
loss_probe,exemplar,10,1,10,10,00004_acorn::exemplar_0,00004_acorn::exemplar_1,0.5621741046846535,0.44044244859263637,1.0
loss_probe,exemplar,10,2,1,10,00016_altar::exemplar_0,00016_altar::exemplar_1,0.3801807165773738,0.365547923395832,1.0
loss_probe,exemplar,10,2,2,10,00182_brownie::exemplar_0,00182_brownie::exemplar_1,0.4365481157708479,0.40883998461271776,1.0
loss_probe,exemplar,10,2,3,10,00126_blind::exemplar_0,00126_blind::exemplar_1,0.5271190434267158,0.28758660125906504,1.0
loss_probe,exemplar,10,2,4,10,00164_boxing_gloves::exemplar_0,00164_boxing_gloves::exemplar_1,0.5549286561688157,0.412211770586424,1.0
loss_probe,exemplar,10,2,5,10,00046_backdrop::exemplar_0,00046_backdrop::exemplar_1,0.5328446469401581,0.3591296971031893,1.0
loss_probe,exemplar,10,2,6,10,00062_bandage::exemplar_0,00062_bandage::exemplar_1,0.5998013043524385,0.3804249979107418,1.0
loss_probe,exemplar,10,2,7,10,00186_bubble_wrap::exemplar_0,00186_bubble_wrap::exemplar_1,0.5155082507867672,0.23695864113319234,1.0
loss_probe,exemplar,10,2,8,10,00030_apple_tree::exemplar_0,00030_apple_tree::exemplar_1,0.5273163899203211,0.4836213456612529,1.0
loss_probe,exemplar,10,2,9,10,00008_airbag::exemplar_0,00008_airbag::exemplar_1,0.38073706521274364,0.39042744044419037,0.0
loss_probe,exemplar,10,2,10,10,00108_belt_buckle::exemplar_0,00108_belt_buckle::exemplar_1,0.4484047336733674,0.4703487734664918,0.0
loss_probe,exemplar,10,3,1,10,00180_brooch::exemplar_0,00180_brooch::exemplar_1,0.3133538722763965,0.4002949615148147,0.0
loss_probe,exemplar,10,3,2,10,00144_bone::exemplar_0,00144_bone::exemplar_1,0.3902466125494399,0.5318075554175661,0.0
loss_probe,exemplar,10,3,3,10,00053_bagel::exemplar_0,00053_bagel::exemplar_1,0.5110986829570695,0.3843881574942999,1.0
loss_probe,exemplar,10,3,4,10,00120_bison::exemplar_0,00120_bison::exemplar_1,0.4430734227735298,0.5227812233783973,0.0
loss_probe,exemplar,10,3,5,10,00123_blazer::exemplar_0,00123_blazer::exemplar_1,0.43705109122206964,0.39227178938574775,1.0
loss_probe,exemplar,10,3,6,10,00010_airplane::exemplar_0,00010_airplane::exemplar_1,0.5134459629423195,0.4076554006397117,1.0
loss_probe,exemplar,10,3,7,10,00107_belt::exemplar_0,00107_belt::exemplar_1,0.4773799784155519,0.3204185220782473,1.0
loss_probe,exemplar,10,3,8,10,00011_album::exemplar_0,00011_album::exemplar_1,0.4132892250045699,0.3861357598384146,1.0
loss_probe,exemplar,10,3,9,10,00052_bag::exemplar_0,00052_bag::exemplar_1,0.3913452688076708,0.38083191552336143,1.0
loss_probe,exemplar,10,3,10,10,00071_barnacle::exemplar_0,00071_barnacle::exemplar_1,0.5223754045450247,0.42364131444666403,1.0
loss_probe,exemplar,10,4,1,10,00188_buckle::exemplar_0,00188_buckle::exemplar_1,0.5328753891656249,0.45361330775164926,1.0
loss_probe,exemplar,10,4,2,10,00128_blindfold::exemplar_0,00128_blindfold::exemplar_1,0.5488840111813079,0.528702195274934,1.0
loss_probe,exemplar,10,4,3,10,00135_boa::exemplar_0,00135_boa::exemplar_1,0.47260881157137286,0.29426712597924015,1.0
loss_probe,exemplar,10,4,4,10,00039_arugula::exemplar_0,00039_arugula::exemplar_1,0.4823338768387224,0.47662727939628735,1.0
loss_probe,exemplar,10,4,5,10,00038_artichoke::exemplar_0,00038_artichoke::exemplar_1,0.5356934760924839,0.4679644226553186,1.0
loss_probe,exemplar,10,4,6,10,00040_ashtray::exemplar_0,00040_ashtray::exemplar_1,0.5315207456855113,0.5012865620723936,1.0
loss_probe,exemplar,10,4,7,10,00185_bubble::exemplar_0,00185_bubble::exemplar_1,0.41141249779625716,0.41013443910081787,1.0
loss_probe,exemplar,10,4,8,10,00005_air_conditioner::exemplar_0,00005_air_conditioner::exemplar_1,0.43749559060893795,0.45192951279491334,0.0
loss_probe,exemplar,10,4,9,10,00046_backdrop::exemplar_0,00046_backdrop::exemplar_1,0.5381225385100108,0.4221118430294035,1.0
loss_probe,exemplar,10,4,10,10,00145_bongo::exemplar_0,00145_bongo::exemplar_1,0.5669839429945138,0.49677857296500394,1.0
loss_probe,exemplar,10,5,1,10,00018_amber::exemplar_0,00018_amber::exemplar_1,0.39689396068501004,0.6235056198905302,0.0
loss_probe,exemplar,10,5,2,10,00076_basket::exemplar_0,00076_basket::exemplar_1,0.5298046085139538,0.5091811100137656,1.0
loss_probe,exemplar,10,5,3,10,00044_axe::exemplar_0,00044_axe::exemplar_1,0.5253345935771424,0.5009077851697861,1.0
loss_probe,exemplar,10,5,4,10,00179_broccoli::exemplar_0,00179_broccoli::exemplar_1,0.516836090562082,0.4002594231426222,1.0
loss_probe,exemplar,10,5,5,10,00122_blanket::exemplar_0,00122_blanket::exemplar_1,0.5131678772204117,0.3623199146050201,1.0
loss_probe,exemplar,10,5,6,10,00050_badge::exemplar_0,00050_badge::exemplar_1,0.42788959604487725,0.4320888210401012,0.0
loss_probe,exemplar,10,5,7,10,00171_brake::exemplar_0,00171_brake::exemplar_1,0.4033049765115842,0.2931899503810078,1.0
loss_probe,exemplar,10,5,8,10,00127_blinder::exemplar_0,00127_blinder::exemplar_1,0.5079553984000519,0.4644373857524499,1.0
loss_probe,exemplar,10,5,9,10,00001_aardvark::exemplar_0,00001_aardvark::exemplar_1,0.4153571578563891,0.4733536477560975,0.0
loss_probe,exemplar,10,5,10,10,00155_bow1::exemplar_0,00155_bow1::exemplar_1,0.49862756380050083,0.4909724779780796,1.0
loss_probe,exemplar,10,6,1,10,00184_brussels_sprouts::exemplar_0,00184_brussels_sprouts::exemplar_1,0.5128903022921192,0.4867474870447235,1.0
loss_probe,exemplar,10,6,2,10,00064_banjo::exemplar_0,00064_banjo::exemplar_1,0.38705096923121296,0.32546515864706693,1.0
loss_probe,exemplar,10,6,3,10,00018_amber::exemplar_0,00018_amber::exemplar_1,0.38463743063866157,0.5702991701400117,0.0
loss_probe,exemplar,10,6,4,10,00120_bison::exemplar_0,00120_bison::exemplar_1,0.4131827980177711,0.4891336698377771,0.0
loss_probe,exemplar,10,6,5,10,00200_bus::exemplar_0,00200_bus::exemplar_1,0.3034798984037278,0.31808169485202137,0.0
loss_probe,exemplar,10,6,6,10,00030_apple_tree::exemplar_0,00030_apple_tree::exemplar_1,0.4975291049385173,0.4588265311677523,1.0
loss_probe,exemplar,10,6,7,10,00017_aluminum_foil::exemplar_0,00017_aluminum_foil::exemplar_1,0.48160289085777774,0.3467094711698099,1.0
loss_probe,exemplar,10,6,8,10,00185_bubble::exemplar_0,00185_bubble::exemplar_1,0.4203414370349932,0.38364565132014306,1.0
loss_probe,exemplar,10,6,9,10,00153_boulder::exemplar_0,00153_boulder::exemplar_1,0.691776489967613,0.45172585975138935,1.0
loss_probe,exemplar,10,6,10,10,00100_bee::exemplar_0,00100_bee::exemplar_1,0.5560278799589405,0.3203268589696175,1.0
loss_probe,exemplar,10,7,1,10,00135_boa::exemplar_0,00135_boa::exemplar_1,0.4589389454321738,0.2895961173887845,1.0
loss_probe,exemplar,10,7,2,10,00179_broccoli::exemplar_0,00179_broccoli::exemplar_1,0.4832975378543833,0.41678287473240994,1.0
loss_probe,exemplar,10,7,3,10,00046_backdrop::exemplar_0,00046_backdrop::exemplar_1,0.5194358456960324,0.36675685564909466,1.0
loss_probe,exemplar,10,7,4,10,00050_badge::exemplar_0,00050_badge::exemplar_1,0.3911925164436294,0.4401870707471005,0.0
loss_probe,exemplar,10,7,5,10,00145_bongo::exemplar_0,00145_bongo::exemplar_1,0.4694125004744731,0.4285711707113132,1.0
loss_probe,exemplar,10,7,6,10,00015_alpaca::exemplar_0,00015_alpaca::exemplar_1,0.241563254938406,0.30686072806168907,0.0
loss_probe,exemplar,10,7,7,10,00188_buckle::exemplar_0,00188_buckle::exemplar_1,0.5202639572273513,0.47624784854818814,1.0
loss_probe,exemplar,10,7,8,10,00008_airbag::exemplar_0,00008_airbag::exemplar_1,0.38587656276285925,0.4007406701580464,0.0
loss_probe,exemplar,10,7,9,10,00098_bedpan::exemplar_0,00098_bedpan::exemplar_1,0.765677456252656,0.39048680103632966,1.0
loss_probe,exemplar,10,7,10,10,00160_bowling_ball::exemplar_0,00160_bowling_ball::exemplar_1,0.3567702637652801,0.475657335266055,0.0
loss_probe,exemplar,10,8,1,10,00053_bagel::exemplar_0,00053_bagel::exemplar_1,0.5448428962499337,0.37388096515171604,1.0
loss_probe,exemplar,10,8,2,10,00185_bubble::exemplar_0,00185_bubble::exemplar_1,0.4181031091061293,0.4873426421445314,0.0
loss_probe,exemplar,10,8,3,10,00116_birdbath::exemplar_0,00116_birdbath::exemplar_1,0.4377943840052985,0.3679704414405098,1.0
loss_probe,exemplar,10,8,4,10,00174_breadstick::exemplar_0,00174_breadstick::exemplar_1,0.510380486510292,0.507430650968261,1.0
loss_probe,exemplar,10,8,5,10,00085_baton2::exemplar_0,00085_baton2::exemplar_1,0.46576533045400836,0.4197768429787108,1.0
loss_probe,exemplar,10,8,6,10,00037_arrow::exemplar_0,00037_arrow::exemplar_1,0.8735493454774977,0.4374066594385605,1.0
loss_probe,exemplar,10,8,7,10,00115_bird::exemplar_0,00115_bird::exemplar_1,0.47843569039340367,0.7977202668770326,0.0
loss_probe,exemplar,10,8,8,10,00161_bowtie::exemplar_0,00161_bowtie::exemplar_1,0.5272586282349027,0.4340844635031326,1.0
loss_probe,exemplar,10,8,9,10,00154_bouquet::exemplar_0,00154_bouquet::exemplar_1,0.37081252078983107,0.28491200964105007,1.0
loss_probe,exemplar,10,8,10,10,00163_boxer_shorts::exemplar_0,00163_boxer_shorts::exemplar_1,0.5990286449942843,0.31964761079527626,1.0
loss_probe,exemplar,10,9,1,10,00197_buoy::exemplar_0,00197_buoy::exemplar_1,0.5021097953507063,0.41007464613164313,1.0
loss_probe,exemplar,10,9,2,10,00045_baby::exemplar_0,00045_baby::exemplar_1,0.41723207464460466,0.2646223823712714,1.0
loss_probe,exemplar,10,9,3,10,00036_armor::exemplar_0,00036_armor::exemplar_1,0.46645709636224425,0.37357579668769725,1.0
loss_probe,exemplar,10,9,4,10,00062_bandage::exemplar_0,00062_bandage::exemplar_1,0.5911904411860177,0.4198615104711957,1.0
loss_probe,exemplar,10,9,5,10,00149_bookshelf::exemplar_0,00149_bookshelf::exemplar_1,0.5900300100164363,0.4925181311330156,1.0
loss_probe,exemplar,10,9,6,10,00134_blueberry::exemplar_0,00134_blueberry::exemplar_1,0.5040602951064291,0.4670438798719465,1.0
loss_probe,exemplar,10,9,7,10,00180_brooch::exemplar_0,00180_brooch::exemplar_1,0.37672308741529253,0.40914158044992455,0.0
loss_probe,exemplar,10,9,8,10,00183_brush::exemplar_0,00183_brush::exemplar_1,0.5137886107963633,0.5498638907563758,0.0
loss_probe,exemplar,10,9,9,10,00147_book::exemplar_0,00147_book::exemplar_1,0.5539334920691156,0.4372697791268173,1.0
loss_probe,exemplar,10,9,10,10,00179_broccoli::exemplar_0,00179_broccoli::exemplar_1,0.5200043346908442,0.3902047673152754,1.0
loss_probe,exemplar,10,10,1,10,00020_amplifier::exemplar_0,00020_amplifier::exemplar_1,0.3061853550016401,0.3856049809101163,0.0
loss_probe,exemplar,10,10,2,10,00129_block::exemplar_0,00129_block::exemplar_1,0.559486481815688,0.2775457421938441,1.0
loss_probe,exemplar,10,10,3,10,00185_bubble::exemplar_0,00185_bubble::exemplar_1,0.37010955142952945,0.3482200963656466,1.0
loss_probe,exemplar,10,10,4,10,00110_bib::exemplar_0,00110_bib::exemplar_1,0.45852775982374894,0.36955221830143353,1.0
loss_probe,exemplar,10,10,5,10,00132_blowfish::exemplar_0,00132_blowfish::exemplar_1,0.398374080462442,0.23446257978129378,1.0
loss_probe,exemplar,10,10,6,10,00044_axe::exemplar_0,00044_axe::exemplar_1,0.4748362886777942,0.469723994311989,1.0
loss_probe,exemplar,10,10,7,10,00103_beet::exemplar_0,00103_beet::exemplar_1,0.5743092606233023,0.45044217143245785,1.0
loss_probe,exemplar,10,10,8,10,00159_bowler_hat::exemplar_0,00159_bowler_hat::exemplar_1,0.5611431152003129,0.37462474901303566,1.0
loss_probe,exemplar,10,10,9,10,00106_bell_pepper::exemplar_0,00106_bell_pepper::exemplar_1,0.6390368056392036,0.38683889079638517,1.0
loss_probe,exemplar,10,10,10,10,00063_bandanna::exemplar_0,00063_bandanna::exemplar_1,0.436617890607007,0.41816637987177946,1.0
loss_probe,exemplar,100,1,1,100,00200_bus::exemplar_0,00200_bus::exemplar_1,0.5289254801336729,0.6483294212709733,0.0
loss_probe,exemplar,100,1,2,100,00080_bat2::exemplar_0,00080_bat2::exemplar_1,0.697008193200118,0.7754748984689638,0.0
loss_probe,exemplar,100,1,3,100,00074_baseball::exemplar_0,00074_baseball::exemplar_1,0.6786814243059879,0.6078035307131507,1.0
loss_probe,exemplar,100,1,4,100,00116_birdbath::exemplar_0,00116_birdbath::exemplar_1,0.6233255593488464,0.5726668321354773,1.0
loss_probe,exemplar,100,1,5,100,00193_bulletproof_vest::exemplar_0,00193_bulletproof_vest::exemplar_1,0.7433210485441187,0.6675858374415237,1.0
loss_probe,exemplar,100,1,6,100,00002_abacus::exemplar_0,00002_abacus::exemplar_1,0.6854691970668437,0.7151034094744535,0.0
loss_probe,exemplar,100,1,7,100,00028_appetizer::exemplar_0,00028_appetizer::exemplar_1,0.6492791236896676,0.5537429063264916,1.0
loss_probe,exemplar,100,1,8,100,00114_binoculars::exemplar_0,00114_binoculars::exemplar_1,0.5945727715550375,0.6300933707867307,0.0
loss_probe,exemplar,100,1,9,100,00118_birdhouse::exemplar_0,00118_birdhouse::exemplar_1,0.5694559283722432,0.6630473728841249,0.0
loss_probe,exemplar,100,1,10,100,00061_banana_split::exemplar_0,00061_banana_split::exemplar_1,0.6602158246708549,0.6265931108440084,1.0
loss_probe,exemplar,100,1,11,100,00183_brush::exemplar_0,00183_brush::exemplar_1,0.6283282521428099,0.6426648268407985,0.0
loss_probe,exemplar,100,1,12,100,00172_branch::exemplar_0,00172_branch::exemplar_1,0.694175098281979,0.5991892705722863,1.0
loss_probe,exemplar,100,1,13,100,00048_backpack::exemplar_0,00048_backpack::exemplar_1,0.7139069262463911,0.6218927994366164,1.0
loss_probe,exemplar,100,1,14,100,00068_barbell::exemplar_0,00068_barbell::exemplar_1,0.629093757874586,0.6662809444571101,0.0
loss_probe,exemplar,100,1,15,100,00006_air_mattress::exemplar_0,00006_air_mattress::exemplar_1,0.7546591256489038,0.6930559102950735,1.0
loss_probe,exemplar,100,1,16,100,00185_bubble::exemplar_0,00185_bubble::exemplar_1,0.6307770696311825,0.6891894556706641,0.0
loss_probe,exemplar,100,1,17,100,00119_biscuit::exemplar_0,00119_biscuit::exemplar_1,0.6955125213056509,0.632289481941158,1.0
loss_probe,exemplar,100,1,18,100,00056_ball::exemplar_0,00056_ball::exemplar_1,0.6037896910972083,0.6412515673319239,0.0
loss_probe,exemplar,100,1,19,100,00144_bone::exemplar_0,00144_bone::exemplar_1,0.5736742430230745,0.6838211213535939,0.0
loss_probe,exemplar,100,1,20,100,00071_barnacle::exemplar_0,00071_barnacle::exemplar_1,0.6160848152126587,0.7128193079713144,0.0
loss_probe,exemplar,100,1,21,100,00156_bow2::exemplar_0,00156_bow2::exemplar_1,0.777612636040871,0.7577872874466641,1.0
loss_probe,exemplar,100,1,22,100,00138_board_game::exemplar_0,00138_board_game::exemplar_1,0.6455676319913013,0.637780384310819,1.0
loss_probe,exemplar,100,1,23,100,00155_bow1::exemplar_0,00155_bow1::exemplar_1,0.6919230218195546,0.6237456739990922,1.0
loss_probe,exemplar,100,1,24,100,00001_aardvark::exemplar_0,00001_aardvark::exemplar_1,0.56554499155816,0.5155854060231028,1.0
loss_probe,exemplar,100,1,25,100,00170_braid::exemplar_0,00170_braid::exemplar_1,0.6757060493020631,0.710217677255458,0.0
loss_probe,exemplar,100,1,26,100,00149_bookshelf::exemplar_0,00149_bookshelf::exemplar_1,0.6983598630325842,0.6269015421187696,1.0
loss_probe,exemplar,100,1,27,100,00033_aquarium::exemplar_0,00033_aquarium::exemplar_1,0.6635824743029799,0.634854859203032,1.0
loss_probe,exemplar,100,1,28,100,00109_berry::exemplar_0,00109_berry::exemplar_1,0.6017432986500617,0.5879228211367548,1.0
loss_probe,exemplar,100,1,29,100,00085_baton2::exemplar_0,00085_baton2::exemplar_1,0.6308664625317645,0.7766587493723538,0.0
loss_probe,exemplar,100,1,30,100,00062_bandage::exemplar_0,00062_bandage::exemplar_1,0.7399437872141648,0.6169909537984267,1.0
loss_probe,exemplar,100,1,31,100,00113_binder::exemplar_0,00113_binder::exemplar_1,0.7603181968222416,0.591994661457243,1.0
loss_probe,exemplar,100,1,32,100,00005_air_conditioner::exemplar_0,00005_air_conditioner::exemplar_1,0.6002298177112014,0.6552248261770389,0.0
loss_probe,exemplar,100,1,33,100,00103_beet::exemplar_0,00103_beet::exemplar_1,0.7238462255460467,0.7069819846877886,1.0
loss_probe,exemplar,100,1,34,100,00070_bark::exemplar_0,00070_bark::exemplar_1,0.6715156429945435,0.5959785537036115,1.0
loss_probe,exemplar,100,1,35,100,00026_antenna::exemplar_0,00026_antenna::exemplar_1,0.7013840538253537,0.7007483961584912,1.0
loss_probe,exemplar,100,1,36,100,00036_armor::exemplar_0,00036_armor::exemplar_1,0.7156598510877252,0.6838433170519324,1.0
loss_probe,exemplar,100,1,37,100,00010_airplane::exemplar_0,00010_airplane::exemplar_1,0.7197609965445328,0.6539736434557942,1.0
loss_probe,exemplar,100,1,38,100,00189_buffet::exemplar_0,00189_buffet::exemplar_1,0.6627590354401482,0.6766663891909187,0.0
loss_probe,exemplar,100,1,39,100,00196_bunkbed::exemplar_0,00196_bunkbed::exemplar_1,0.6412470292517325,0.6180996769963758,1.0
loss_probe,exemplar,100,1,40,100,00008_airbag::exemplar_0,00008_airbag::exemplar_1,0.6741507848967413,0.7161260247842952,0.0
loss_probe,exemplar,100,1,41,100,00019_ambulance::exemplar_0,00019_ambulance::exemplar_1,0.5705414414452915,0.5929298562425016,0.0
loss_probe,exemplar,100,1,42,100,00020_amplifier::exemplar_0,00020_amplifier::exemplar_1,0.5587200688049404,0.5389756355796301,1.0
loss_probe,exemplar,100,1,43,100,00029_apple::exemplar_0,00029_apple::exemplar_1,0.7259935388636051,0.608322426407773,1.0
loss_probe,exemplar,100,1,44,100,00094_beanie::exemplar_0,00094_beanie::exemplar_1,0.6407152102517184,0.5952428535044516,1.0
loss_probe,exemplar,100,1,45,100,00022_ankle::exemplar_0,00022_ankle::exemplar_1,0.709030457646155,0.803978115628422,0.0
loss_probe,exemplar,100,1,46,100,00046_backdrop::exemplar_0,00046_backdrop::exemplar_1,0.7349002405936442,0.5805641708330224,1.0
loss_probe,exemplar,100,1,47,100,00146_bonsai::exemplar_0,00146_bonsai::exemplar_1,0.7095790159943892,0.6266374832090396,1.0
loss_probe,exemplar,100,1,48,100,00125_blimp::exemplar_0,00125_blimp::exemplar_1,0.7278914144282027,0.6416459102890655,1.0
loss_probe,exemplar,100,1,49,100,00147_book::exemplar_0,00147_book::exemplar_1,0.5863734395997299,0.6910571095242661,0.0
loss_probe,exemplar,100,1,50,100,00120_bison::exemplar_0,00120_bison::exemplar_1,0.5306228837604161,0.6029832482023222,0.0
loss_probe,exemplar,100,1,51,100,00148_bookmark::exemplar_0,00148_bookmark::exemplar_1,0.6193946188472813,0.5597770467231354,1.0
loss_probe,exemplar,100,1,52,100,00177_brick::exemplar_0,00177_brick::exemplar_1,0.7254032998936388,0.7250813628301244,1.0
loss_probe,exemplar,100,1,53,100,00151_boot::exemplar_0,00151_boot::exemplar_1,0.7140267063244923,0.5785713195294978,1.0
loss_probe,exemplar,100,1,54,100,00131_blower::exemplar_0,00131_blower::exemplar_1,0.575566433527823,0.5296830364712105,1.0
loss_probe,exemplar,100,1,55,100,00169_bracket::exemplar_0,00169_bracket::exemplar_1,0.7234320214041456,0.5800511306393288,1.0
loss_probe,exemplar,100,1,56,100,00087_battery::exemplar_0,00087_battery::exemplar_1,0.7393697588317928,0.6202693739766939,1.0
loss_probe,exemplar,100,1,57,100,00142_bolt::exemplar_0,00142_bolt::exemplar_1,0.7048959519624293,0.638998575913931,1.0
loss_probe,exemplar,100,1,58,100,00089_beachball::exemplar_0,00089_beachball::exemplar_1,0.6575866461900379,0.6856231871509563,0.0
loss_probe,exemplar,100,1,59,100,00021_anchor::exemplar_0,00021_anchor::exemplar_1,0.6973047944752248,0.6364029487390817,1.0
loss_probe,exemplar,100,1,60,100,00105_bell::exemplar_0,00105_bell::exemplar_1,0.7222026769745244,0.7113780238219409,1.0
loss_probe,exemplar,100,1,61,100,00141_bologna::exemplar_0,00141_bologna::exemplar_1,0.6745236311827445,0.6830918301173508,0.0
loss_probe,exemplar,100,1,62,100,00180_brooch::exemplar_0,00180_brooch::exemplar_1,0.5800229846153695,0.6375933434505429,0.0
loss_probe,exemplar,100,1,63,100,00054_bagpipe::exemplar_0,00054_bagpipe::exemplar_1,0.7075000808310656,0.6960640578223333,1.0
loss_probe,exemplar,100,1,64,100,00088_bazooka::exemplar_0,00088_bazooka::exemplar_1,0.5547973899822108,0.6426558863657568,0.0
loss_probe,exemplar,100,1,65,100,00040_ashtray::exemplar_0,00040_ashtray::exemplar_1,0.7326724916573807,0.742207707151633,0.0
loss_probe,exemplar,100,1,66,100,00031_applesauce::exemplar_0,00031_applesauce::exemplar_1,0.7326228696121904,0.6971648982404912,1.0
loss_probe,exemplar,100,1,67,100,00136_boar::exemplar_0,00136_boar::exemplar_1,0.4580822145997054,0.6169411758751596,0.0
loss_probe,exemplar,100,1,68,100,00159_bowler_hat::exemplar_0,00159_bowler_hat::exemplar_1,0.7465061136431279,0.6162534898492278,1.0
loss_probe,exemplar,100,1,69,100,00100_bee::exemplar_0,00100_bee::exemplar_1,0.6465463345809529,0.5973863467702927,1.0
loss_probe,exemplar,100,1,70,100,00075_baseball_glove::exemplar_0,00075_baseball_glove::exemplar_1,0.5647832243899973,0.6316182555760991,0.0
loss_probe,exemplar,100,1,71,100,00127_blinder::exemplar_0,00127_blinder::exemplar_1,0.6927812333330494,0.7280220746624558,0.0
loss_probe,exemplar,100,1,72,100,00198_burner::exemplar_0,00198_burner::exemplar_1,0.6725544791485111,0.6388042171508571,1.0
loss_probe,exemplar,100,1,73,100,00107_belt::exemplar_0,00107_belt::exemplar_1,0.6687676120346014,0.661721819839651,1.0
loss_probe,exemplar,100,1,74,100,00140_bolo_tie::exemplar_0,00140_bolo_tie::exemplar_1,0.6510521770167622,0.7060390319493617,0.0
loss_probe,exemplar,100,1,75,100,00166_bra::exemplar_0,00166_bra::exemplar_1,0.6477321305912095,0.6380823417975234,1.0
loss_probe,exemplar,100,1,76,100,00064_banjo::exemplar_0,00064_banjo::exemplar_1,0.6890617741145914,0.5689754223344505,1.0
loss_probe,exemplar,100,1,77,100,00025_anteater::exemplar_0,00025_anteater::exemplar_1,0.539831943963296,0.6666130290485673,0.0
loss_probe,exemplar,100,1,78,100,00014_aloe::exemplar_0,00014_aloe::exemplar_1,0.712014424868523,0.7011792506710924,1.0
loss_probe,exemplar,100,1,79,100,00129_block::exemplar_0,00129_block::exemplar_1,0.7199388019693712,0.6066461703402086,1.0
loss_probe,exemplar,100,1,80,100,00069_barcode::exemplar_0,00069_barcode::exemplar_1,0.7332077679094197,0.702877323351351,1.0
loss_probe,exemplar,100,1,81,100,00050_badge::exemplar_0,00050_badge::exemplar_1,0.6203028989362455,0.6620190771562992,0.0
loss_probe,exemplar,100,1,82,100,00039_arugula::exemplar_0,00039_arugula::exemplar_1,0.6817270540714698,0.6913618046342981,0.0
loss_probe,exemplar,100,1,83,100,00186_bubble_wrap::exemplar_0,00186_bubble_wrap::exemplar_1,0.7095922868885814,0.6976993825743216,1.0
loss_probe,exemplar,100,1,84,100,00164_boxing_gloves::exemplar_0,00164_boxing_gloves::exemplar_1,0.7116586423919601,0.6658638068583604,1.0
loss_probe,exemplar,100,1,85,100,00134_blueberry::exemplar_0,00134_blueberry::exemplar_1,0.5152014735744707,0.559486969029756,0.0
loss_probe,exemplar,100,1,86,100,00058_ballot_box::exemplar_0,00058_ballot_box::exemplar_1,0.7084883924657933,0.6043758854098917,1.0
loss_probe,exemplar,100,1,87,100,00126_blind::exemplar_0,00126_blind::exemplar_1,0.6993410289975602,0.5415921407384525,1.0
loss_probe,exemplar,100,1,88,100,00191_bulldozer::exemplar_0,00191_bulldozer::exemplar_1,0.5649274291687992,0.5794342114839244,0.0
loss_probe,exemplar,100,1,89,100,00195_bungee::exemplar_0,00195_bungee::exemplar_1,0.6083109252259474,0.7480188052168143,0.0
loss_probe,exemplar,100,1,90,100,00137_board::exemplar_0,00137_board::exemplar_1,0.8222857504050817,0.7359640099681554,1.0
loss_probe,exemplar,100,1,91,100,00007_air_pump::exemplar_0,00007_air_pump::exemplar_1,0.7535123485342785,0.7424149550603847,1.0
loss_probe,exemplar,100,1,92,100,00055_baklava::exemplar_0,00055_baklava::exemplar_1,0.6317124156111453,0.5973801362884961,1.0
loss_probe,exemplar,100,1,93,100,00067_barbed_wire::exemplar_0,00067_barbed_wire::exemplar_1,0.6065493448498945,0.6737333776020981,0.0
loss_probe,exemplar,100,1,94,100,00117_birdcage::exemplar_0,00117_birdcage::exemplar_1,0.6513100289872185,0.6808571419270659,0.0
loss_probe,exemplar,100,1,95,100,00176_breathalyzer::exemplar_0,00176_breathalyzer::exemplar_1,0.6703199210096304,0.67130034712118,0.0
loss_probe,exemplar,100,1,96,100,00079_bat1::exemplar_0,00079_bat1::exemplar_1,0.6908796594305268,0.5919232458056172,1.0
loss_probe,exemplar,100,1,97,100,00197_buoy::exemplar_0,00197_buoy::exemplar_1,0.7913947727639715,0.6492562884145731,1.0
loss_probe,exemplar,100,1,98,100,00027_anvil::exemplar_0,00027_anvil::exemplar_1,0.6695552201892213,0.6911575544611233,0.0
loss_probe,exemplar,100,1,99,100,00083_bathtub::exemplar_0,00083_bathtub::exemplar_1,0.7397557640968665,0.7064482448845073,1.0
loss_probe,exemplar,100,1,100,100,00016_altar::exemplar_0,00016_altar::exemplar_1,0.600327293214078,0.6903788301333541,0.0
grad_probe,novel,1,1,1,1,00155_bow1::exemplar_0,00158_bowl::exemplar_0,0.1505952609346807,0.013725487193092883,1.0
grad_probe,novel,1,2,1,1,00177_brick::exemplar_0,00173_brass_knuckles::exemplar_0,0.3838174087496649,0.023481441229371316,1.0
grad_probe,novel,1,3,1,1,00083_bathtub::exemplar_0,00003_accordion::exemplar_0,0.9897936438907095,0.057869757923389345,1.0
grad_probe,novel,1,4,1,1,00078_bassinet::exemplar_0,00121_blackberry::exemplar_0,0.0420446130660859,0.03433596014993269,1.0
grad_probe,novel,1,5,1,1,00006_air_mattress::exemplar_0,00167_bracelet1::exemplar_0,0.08788006453864895,0.009917189266878065,1.0
grad_probe,novel,1,6,1,1,00043_awning::exemplar_0,00135_boa::exemplar_0,0.815285464496413,0.07454313233575939,1.0
grad_probe,novel,1,7,1,1,00085_baton2::exemplar_0,00010_airplane::exemplar_0,0.037132521225775025,0.06721795363544356,0.0
grad_probe,novel,1,8,1,1,00075_baseball_glove::exemplar_0,00191_bulldozer::exemplar_0,0.7687862238004741,0.6109146775472994,1.0
